Population,Town,State,Latitude,Longitude,Retailer,General,News,Educational,Juvenile,DepartmentStore,DrugStore,GiftStore,CirculatingLibrary,SecondHand,OldandRare,Medical,Law,Religious,Foreign,Wholesale,Music,X
10000,Minot,NORTH DAKOTA,48.2329668,-101.2922906,"Anderson Drug Co. (A. F. Anderson), 30 Main St. S. Dr",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u
10000,Minot,NORTH DAKOTA,48.2329668,-101.2922906,Benno Drug Co. GDr.N,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gun
10000,Minot,NORTH DAKOTA,48.2329668,-101.2922906,"Globe-Gazette Printing Co., 119 Main St. S. GGiERJ",1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,gherj
10000,Minot,NORTH DAKOTA,48.2329668,-101.2922906,"Taylor Drug Co. (Capt. H. Sanders), 17 Main St. N. Dr",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u
10000,Minot,NORTH DAKOTA,48.2329668,-101.2922906,Ward's Drug Co. (Ward Saunders) Dr.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u
4686,Valley City,NORTH DAKOTA,46.9233129,-98.0031547,"Fair, The, C. J. Olsen D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d
3000,Wahpeton,NORTH DAKOTA,46.2652367,-96.6059072,Wahpeton Book Store GGiSJN,1,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,ghsjn
3124,Williston,NORTH DAKOTA,48.1469683,-103.6179745,"Snyder, Wm. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g
3000,Ada,OHIO,40.7694969,-83.8227148,Landson & Sons Dr,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u
3000,Ada,OHIO,40.7694969,-83.8227148,"Parks Drug Store (E. A. Park), 221 N. Main St. Dr",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u
3000,Ada,OHIO,40.7694969,-83.8227148,Varsity Book & Drăg Co. (C. R. Wilson) GDr,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gu
208435,Akron,OHIO,41.0814447,-81.5190053,"Akron News Agency (Branch of American News Co.), 37 S. Maple St.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,w
208435,Akron,OHIO,41.0814447,-81.5190053,"Book Shop, The, Wm. H. Rigby Co., 24 S. High St. GCJ",1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,gcj
208435,Akron,OHIO,41.0814447,-81.5190053,Harper Drug Co. Dr,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u
208435,Akron,OHIO,41.0814447,-81.5190053,"O'Neil, N., Co. (William E. Glass) D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d
208435,Akron,OHIO,41.0814447,-81.5190053,"Robinson's Book Store, 31 S. Howard St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g
208435,Akron,OHIO,41.0814447,-81.5190053,"Temple Book Shop, Fletcher-Jones Co.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g
208435,Akron,OHIO,41.0814447,-81.5190053,University of Akron Bookstore -,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e
208435,Akron,OHIO,41.0814447,-81.5190053,Wilson & Hawkins,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n
208435,Akron,OHIO,41.0814447,-81.5190053,"Yeager, C. H., Co., 56 S. Main St.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g
18209,Alliance,OHIO,40.9153362,-81.1059309,"Cassaday & Pettis, 520 E. Main St. N",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n
18209,Alliance,OHIO,40.9153362,-81.1059309,"England Drug Co., 70 E. Main St. Dr",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u
18209,Alliance,OHIO,40.9153362,-81.1059309,"Mt. Union College Bookstore EF (French, German, Greek, Latin, Spanish)",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,ef
18209,Alliance,OHIO,40.9153362,-81.1059309,Spring-Holgwarth Co. . D,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d
18209,Alliance,OHIO,40.9153362,-81.1059309,"Thompson, W. A. N",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n
6795,Ashland,OHIO,40.8686675,-82.3182178,The Enterprise NJ,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nj
6795,Ashland,OHIO,40.8686675,-82.3182178,Home Company (Ellisworth Shinn) D,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d
6795,Ashland,OHIO,40.8686675,-82.3182178,Kellogg Quality Card & Novelty Shop Gi,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,h
6795,Ashland,OHIO,40.8686675,-82.3182178,Sterling Shop G,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g
18266,Ashtabula,OHIO,41.8650534,-80.7898089,"Carlisle-Allen Co., Main St. DJ",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dj
18266,Ashtabula,OHIO,41.8650534,-80.7898089,"Cook's Drug Store, Main St. Dr",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u
18266,Ashtabula,OHIO,41.8650534,-80.7898089,"Davis, D. L., Co. (D. L. Davis) DJ",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dj
18266,Ashtabula,OHIO,41.8650534,-80.7898089,Fair Store D,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d
18266,Ashtabula,OHIO,41.8650534,-80.7898089,Quality Book Shop (Mrs. White) G,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g
18266,Ashtabula,OHIO,41.8650534,-80.7898089,"Schaffner, C. F. Dr.",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u
18266,Ashtabula,OHIO,41.8650534,-80.7898089,"Timby, H. H., 70 Jefferson Rd. SO",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,so
6418,Athens,OHIO,39.3292396,-82.1012554,Athens Book & News Co. (Oscar Fulton) GGijN,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ghjn
6418,Athens,OHIO,39.3292396,-82.1012554,"The Hatch Library, Hotel Berry GiSECJN",NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,hsecjn
6418,Athens,OHIO,39.3292396,-82.1012554,"Logan's Bookstore, Lostyo Bldg. GGiS (Textbooks) ECJN",1,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,ghsecjn
6418,Athens,OHIO,39.3292396,-82.1012554,"Ohio University Bookstore (C. M. Copeland), E.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e
6418,Athens,OHIO,39.3292396,-82.1012554,"Slingluff, J. A. GGijN",1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ghjn
15000,Barberton,OHIO,41.012833,-81.6051221,Woolsey & Blaser Dr,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u
15061,Bellaire,OHIO,40.0161843,-80.7423054,Bellaire News Company N,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n
15061,Bellaire,OHIO,40.0161843,-80.7423054,"Connor, Mrs. Mary G., City Book Store GN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gn
15061,Bellaire,OHIO,40.0161843,-80.7423054,Dankworth Bros. Dr.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u
15061,Bellaire,OHIO,40.0161843,-80.7423054,"Willerton's Art Store, 1358 Belmont St. GiERCJ",NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,hercj
8238,Bellefontaine,OHIO,40.3611643,-83.7596557,"Armstrong & Zearing, 132 North St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g
8238,Bellefontaine,OHIO,40.3611643,-83.7596557,"Cowman, E. C. Dr",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u
8238,Bellefontaine,OHIO,40.3611643,-83.7596557,"Murdock, A. W. Dr",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u
8122,Bucyrus,OHIO,40.8083909,-82.9754649,Farquhar Bros. Dr,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u
8122,Bucyrus,OHIO,40.8083909,-82.9754649,Graetz & Foulk Dr,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u
8122,Bucyrus,OHIO,40.8083909,-82.9754649,Johnston Pharmacy Dr.JN,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ujn
18000,Cambridge,OHIO,40.031183,-81.5884561,"Brenan, Carl Dr",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u
18000,Cambridge,OHIO,40.031183,-81.5884561,Potter-Davis Co. (M. Hood) D,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d
18000,Cambridge,OHIO,40.031183,-81.5884561,"Slingluff, Jesse GGi",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,gh
87091,Canton,OHIO,40.7989473,-81.378447,"Fine Arts Studio & Bookshop (Jan Boal), Room 1, Harris Bldg. (Romance languages) SRCJNF",NA,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,srcjnf
87091,Canton,OHIO,40.7989473,-81.378447,"Kenny Bros. Co., 300 Market Ave. N. DGij",NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,dhj
87091,Canton,OHIO,40.7989473,-81.378447,"Klein & Heffelman-Zollers Co., 5th St. and Market Ave. N. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d
87091,Canton,OHIO,40.7989473,-81.378447,"News Exchange Co. (Lester Dewesse), 223 Tuscarawas St. GCJN",1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,gcjn
87091,Canton,OHIO,40.7989473,-81.378447,"Schlabach, E. J. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g
87091,Canton,OHIO,40.7989473,-81.378447,"Zollinger, W. R., & Co. (Mr. McGrath) DJ",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dj
15831,Chillicothe,OHIO,39.3331197,-82.9824019,"Horney & Chapman, 18-20 W. 2nd St. E",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Alms & Doepke Co., Central Parkway D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Anderson, W. H., Co., 524 Main St. L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,l
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Baptist Book Rooms (Mrs. Ida S. Burton), 7 W. 9th St. R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,r
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Benziger Bros., 343 Main St. R (Catholic)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,r
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Bookshelf, The, (A. P. Brioll), Doctor's Bldg., 15 W. 8th St. (Garfield Pl.) GOCJNF",1,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,gocjnf
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Central Book Shop, 204 W. 15th St. (Classical & scientific literature) GOJ",1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,gof
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Cincinnati, News Co. (Branch American News Co.) (Edward Tischler), 127 Shillito Place",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,w
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Diss, Esther A., Arnold Fairyland Co., 409 Race St. Gij",NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,hj
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Dixie Terminal Bookshop, Stewart Kidd Co. GCJN",1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,gcjn
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Egbers, F. Jos., 1339 Main St. GE",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ge
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Fair Co. (Miss Ada L. Flynn), 6th & Race Sts. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Hanke Bros. Co. (R. L. Davis), 1128 Main St. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Jackson, Hall N., 719 Vine St. GSOR",1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,gsor
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"James Book Store Co., 127 W. 7th St. GOEMJF (French)",1,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,goemjf
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"McAlpin Co. (Miss B. McShane), W. 4th St. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Methodist Book Concern, 420 Plum St. GRJ",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,grj
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Moroney, H. C., 35 E. 3rd St. S",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,s
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Pogue, H. & S., 4th & Race Sts. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Presbyterian Board of Christian Education, 420 Elm St. R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,r
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Pustet, Fr., & Co., Inc., 436 Main St. R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,r
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Queen City Book Co., 633 Main St. GSO",1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,gso
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Rosenberg Bros., 134 W. 6th St. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Shillito, John, Co., Race, cor. 7th St. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Smith Book Co., 914 Union Central Bldg. O",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,o
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Standard Pub. Co. (T. S. Booth), 9th St. cor. Cutter RJN",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,rjn
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Stewart, Kidd (John G. Kidd), 19-23 E. 4th St. GOECJ",1,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,goecj
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Union News Co., 117 W. 3rd St. N",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n
401158,Cincinnati,OHIO,39.1031182,-84.5120196,University of Cincinnati Co-operative Society E,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Weidmann, Charles F., 1121 McGee St. GRJ",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,grj
401158,Cincinnati,OHIO,39.1031182,-84.5120196,"Wilde, A. E., Co., 136 W. 7th St. GEJNF (All languages)",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,gejnf
7049,Circleville,OHIO,39.600618,-82.9460133,"Clark, A. C., 131 W. Main St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g
796836,Cleveland,OHIO,41.49932,-81.6943605,"Anderson, W.H., Co., Soc. for Savings Bldg. L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,l
796836,Cleveland,OHIO,41.49932,-81.6943605,"Book & Art Gift Shoppe, 10647 Euclid Ave. GGi",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,gh
796836,Cleveland,OHIO,41.49932,-81.6943605,"Book & Gift Shop (Christine Ortli), 8,403 Euclid Ave. GGi",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,gh
796836,Cleveland,OHIO,41.49932,-81.6943605,"Book Exchange, 1322 E. 80th St. SO",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,so
796836,Cleveland,OHIO,41.49932,-81.6943605,"Blum, David, 801 Euclid Ave. N",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n
796836,Cleveland,OHIO,41.49932,-81.6943605,"Burrows Bros. Co., 633 Euclid Ave.; 10316 Superior Ave.; 10400 Euclid Ave.; Euclid & E. 14th St. GGiOERCJN",1,1,1,1,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,ghoercjn
796836,Cleveland,OHIO,41.49932,-81.6943605,"Butler, Wm. G., 1402 E. 89th St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g
796836,Cleveland,OHIO,41.49932,-81.6943605,"Central Publishing House, 2969 W. 25th St. GGiERJF (German)",1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,gherjf
796836,Cleveland,OHIO,41.49932,-81.6943605,"Church & School Book Shop (F. A. Bauns), 8908 Hough Ave. GER",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,ger
796836,Cleveland,OHIO,41.49932,-81.6943605,"Clark, Arthur H., Co., 4027-37 Prospect Ave. O (Americana) N (Files of periodicals)",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,on
796836,Cleveland,OHIO,41.49932,-81.6943605,"Clark, John, Co., 17455 Norton Ave. O",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,o
796836,Cleveland,OHIO,41.49932,-81.6943605,"Cleveland News Co. (Branch American News Co.), 700 St. Clair St.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,w
796836,Cleveland,OHIO,41.49932,-81.6943605,"Community Bookstore (M. T. Swanson), 12006 Superior Ave. N.E. GSOC",1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,gsoc
796836,Cleveland,OHIO,41.49932,-81.6943605,"Eglin's Bookstore, 824 S. Superior St. GSON",1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,gson
796836,Cleveland,OHIO,41.49932,-81.6943605,"Evangelical Pub. House (C. Hauser, mgr.), 1903 Woodland Ave. GERJF (German)",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,gerjf
796836,Cleveland,OHIO,41.49932,-81.6943605,"Fries & Schuele Co. (Charles Meyers), 1958 W. 25th St. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d
796836,Cleveland,OHIO,41.49932,-81.6943605,"Galbraith, Wm. T., (F. L. Phipps), 204 Erie Bldg. M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,m
796836,Cleveland,OHIO,41.49932,-81.6943605,"German Baptist Pub. Soc. (H. P. Donner), 3804 Payne Ave.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,r
796836,Cleveland,OHIO,41.49932,-81.6943605,Greeves Catholic Bookstore (Joseph J. Greeves) I435 E. 9th St. N.E. ERN,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,ern
796836,Cleveland,OHIO,41.49932,-81.6943605,"Halle Bros. Co. (Miss V. S. Hutchinson), Huron Rd. & Euclid Ave. DJ",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dj
796836,Cleveland,OHIO,41.49932,-81.6943605,"Height's Book & Art Shop, 2941 Mayfield Rd. DGi",NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,dh
796836,Cleveland,OHIO,41.49932,-81.6943605,"Higbee Co. (Doubleday, Page & Co. branch) (N. J. Stevenson), Euclid, cor. E. 13th St.",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gd
796836,Cleveland,OHIO,41.49932,-81.6943605,"Holcomb, J. R., & Co., 1331 St. Clair St. W (School supplies)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,w
796836,Cleveland,OHIO,41.49932,-81.6943605,"Home Book & Magazine Co., 14614 Detroit Ave. GSC",1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,gsc
796836,Cleveland,OHIO,41.49932,-81.6943605,"Jansen, J. H., 321 Caxton Bldg. (Architecture art)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
796836,Cleveland,OHIO,41.49932,-81.6943605,"Korner & Wood Co., 1512 Euclid Ave. GGiOCJ",1,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,ghocj
796836,Cleveland,OHIO,41.49932,-81.6943605,"Laukhuff, Richard, 40 Taylor Arcade (Art) G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g
796836,Cleveland,OHIO,41.49932,-81.6943605,"May, Co. (J. E. Williams), 158 Public Sq. DCJ",NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,dcj
796836,Cleveland,OHIO,41.49932,-81.6943605,"Meckes, John, Sons Co. (W. Meckes), 1920 W. 25th St. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d
796836,Cleveland,OHIO,41.49932,-81.6943605,"Ohio Book Co., 400 Erie Bldg. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g
796836,Cleveland,OHIO,41.49932,-81.6943605,Penton Pub. Co. E,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e
796836,Cleveland,OHIO,41.49932,-81.6943605,"Powner's Bookstore, 406 W. Superior Ave. GSN",1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,gsn
796836,Cleveland,OHIO,41.49932,-81.6943605,"Pyke's (Berenice) Bookshop, 15709 Detroit Ave. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g
796836,Cleveland,OHIO,41.49932,-81.6943605,"Schroeder, Oliver C., Drug Co., 202 Superior Ave. N.E. Dr.",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u
796836,Cleveland,OHIO,41.49932,-81.6943605,"Seckel, Fred., 2820 Lorain Ave. F (German)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,f
796836,Cleveland,OHIO,41.49932,-81.6943605,"Sokley, Michel L., 9722 Buckeye Rd. (Slovak, Magyar & Polish prayer books) G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g
796836,Cleveland,OHIO,41.49932,-81.6943605,"Stearn Co. (Miss Ford), Io.21 Euclid Ave. D",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dj
796836,Cleveland,OHIO,41.49932,-81.6943605,"Stockvis, Albert, Arcade Book Shop, 137 Old Arcade (Gardening) GGiOF (German, Spanish, Swedish)",1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,ghof
796836,Cleveland,OHIO,41.49932,-81.6943605,"Taylor, Wm., Son & Co. (Mr. Lyon), Taylor Arcade D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d
796836,Cleveland,OHIO,41.49932,-81.6943605,"University Book Store Co., 10514 Euclid Ave. ECJN",NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,ecjn
796836,Cleveland,OHIO,41.49932,-81.6943605,"Watson, F. E. L., 1337 Schofield Bldg. OC",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,oc
796836,Cleveland,OHIO,41.49932,-81.6943605,"Waugh's Bookshop, 15012 Detroit Ave. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g
796836,Cleveland,OHIO,41.49932,-81.6943605,"Yeagle, M. C., & Co., 318 Euclid Ave. GRN (Religious)",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,grn
